phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,h2_h3_structure,word_count,language,publication_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_links,image_count,images_missing_alt,images_missing_dimensions,page_depth,orphan,sitemap_inclusion,duplicate_title,duplicate_description,content_sha256
baseline,https://robertdevore.com/introducing-automattic-css-an-open-source-css-utility-framework/,content/posts/introducing-automattic-css-an-open-source-css-utility-framework.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-automattic-css-an-open-source-css-utility-framework/,200,Introducing automattic.css – An open source CSS Utility Framework | Robert DeVore,81,"Today I’m releasing v0.1.0 of automattic.css – a new utility-first CSS framework inspired by the structure and philosophy of Automatic.css, but with a twist: it’s lean, builder-agnostic, and open to the community from…",218,Introducing automattic.css – An open source CSS Utility Framework,"H2: Why I Built It | H2: Plus, a bit of backstory | H2: What’s in v0.1.0 | H3: What’s Missing (and Coming) | H3: Proving It Works: The Demo Template | H3: Why Launch Now? | H3: Roadmap | H3: Get Started | H2: Related Reading",755,en,2025-05-22,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,10,0,2,0,1,3,False,True,False,False,dc322150bb2cbbbe4aed8f987ce986c3730afdd8f2d6c3fcbb9b93f4e57eb244
baseline,https://robertdevore.com/introducing-back-in-stock-notifications-for-woocommerce/,content/posts/introducing-back-in-stock-notifications-for-woocommerce.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-back-in-stock-notifications-for-woocommerce/,200,Introducing Back In Stock Notifications for WooCommerce® | Robert DeVore,72,Today I am super excited to introduce the release of my newest free plugin – Back In Stock Notifications 🚀 This is a 100% free plugin for WooCommerce® that lets your customers stay connected with products they love…,215,Introducing Back In Stock Notifications for WooCommerce®,H2: Why Back In Stock Notifications? | H2: Key Features | H3: Automated Notifications | H3: Real-Time Demand Analytics | H3: Customizable Email Templates | H3: Automatic Updates with Plugin Update Checker | H2: Who Should Use Back In Stock Notifications? | H2: Getting Started with Back In Stock Notifications | H3: Step 1: Install the Plugin | H3: Step 2: Configure and Customize | H3: Step 3: Analyze and Adjust | H2: What’s Next? | H3: Upcoming Features: | H2: Related Reading,879,en,2024-10-31,,Robert DeVore,True,BlogPosting; Organization; Person,6,20,6,1,7,0,6,3,False,True,False,False,cadd782f8d28b7191a61d9592cfa0d43d2244caea5c666752f0d1458fb2e8f6b
baseline,https://robertdevore.com/introducing-barcodes-for-woocommerce-free/,content/posts/introducing-barcodes-for-woocommerce-free.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-barcodes-for-woocommerce-free/,200,Introducing Barcodes for WooCommerce® (free) | Robert DeVore,60,"I’m thrilled to announce the release of Barcodes for WooCommerce® , a free plugin I’ve developed to make managing WooCommerce® stores more efficient. By integrating QR code functionality, this tool simplifies how you…",217,Introducing Barcodes for WooCommerce® (free),H2: 🚀 Key Features of v0.0.1 | H3: 1. Order QR Codes | H3: 2. Product QR Codes | H3: 3. Customizable QR Codes | H3: 4. Batch Barcode Generation | H2: 🛠️ How to Get Started | H2: 🔮 What’s Next? | H3: 1. More Barcode Types | H3: 2. Advanced Scanning Tools | H3: 3. Enhanced QR Code Customization | H3: 4. Insights and Analytics | H2: 📣 I Want Your Feedback | H2: 📈 Why Barcodes for WooCommerce? | H2: 🔗 Download and Try Barcodes for WooCommerce | H2: Related Reading,831,en,2024-11-20,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,7,0,6,0,5,3,False,True,False,False,ce779115b7b07a6ee1d8723c1882bb9657de203ae6d636dfa25cd5d7a3c18120
baseline,https://robertdevore.com/introducing-benchpress/,content/posts/introducing-benchpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-benchpress/,200,Introducing BenchPress: Performance Benchmarks for WordPress® | Robert DeVore,77,"I’m pumped to announce the release of BenchPress , a free WordPress® plugin designed to help developers identify performance bottlenecks in our code and optimize for speed! BenchPress provides an easy way to measure the…",220,Introducing BenchPress: Performance Benchmarks for WordPress®,H2: 🎉 What is BenchPress? | H2: 🔥 Features at a Glance | H2: 🔧 How to Use BenchPress | H2: 🎛 Adding Custom Benchmarks | H2: 📊 Why Use BenchPress? | H2: 🚀 Ready to Dive In? | H2: Related Reading,465,en,2024-11-11,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,6,1,5,0,4,3,False,True,False,False,e419cbd9a483622bbd06d58593fbc009a9be858cb0058faab03fb32e28b7e0c2
baseline,https://robertdevore.com/introducing-block-ai-crawlers-for-wordpress/,content/posts/introducing-block-ai-crawlers-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-block-ai-crawlers-for-wordpress/,200,Introducing Block AI Crawlers for WordPress® | Robert DeVore,60,"I’m excited to announce the release of Block AI Crawlers , a new WordPress plugin designed to give website owners control over how AI crawlers interact with their site. This lightweight, user-friendly plugin makes it…",217,Introducing Block AI Crawlers for WordPress®,H2: Why Block AI Crawlers? | H2: How It Works | H2: A Simple Yet Powerful Feature | H2: Features at a Glance | H2: How to Get Started | H2: Join the Conversation | H2: Empowering the WordPress Community | H2: Related Reading,565,en,2025-01-13,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,10,0,5,0,4,3,False,True,False,False,5faaed5a81b5dc6ec3046b3f1b4352b74022bbd976501dde15929689954b6be6
baseline,https://robertdevore.com/introducing-bluesky-feed-for-wordpress/,content/posts/introducing-bluesky-feed-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-bluesky-feed-for-wordpress/,200,Introducing Bluesky Feed for WordPress® | Robert DeVore,55,"I’m excited to announce the release of my latest free plugin, Bluesky Feed for WordPress® 🚀 This is a free WordPress plugin designed to integrate your Bluesky feed into your WordPress® powered website. Whether you’re…",217,Introducing Bluesky Feed for WordPress®,H2: What Is Bluesky Feed for WordPress®? | H2: Features | H3: Widgets & Shortcodes | H3: Customizable Display Options | H3: Live Admin Preview | H3: Responsive Design | H2: How to Get Started | H3: Step 1: Install the Plugin | H3: Step 2: Configure Settings | H3: Step 3: Add the Feed to Your Site | H2: What’s Next? | H2: Related Reading,569,en,2024-12-02,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,6,0,5,0,4,3,False,True,False,False,7f05997217cc77548f5eff189d303d527fd2d84875cf4df35fcc76684af1894b
baseline,https://robertdevore.com/introducing-brands-for-woocommerce-free/,content/posts/introducing-brands-for-woocommerce-free.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-brands-for-woocommerce-free/,200,Introducing Brands for WooCommerce® (free) | Robert DeVore,58,"Just a few days ago, WooCommerce® officially added a brands integration as a feature flag option, available by default some time in December. However, this late addition of the brands functionality in Woo Core and the…",218,Introducing Brands for WooCommerce® (free),H2: What’s Included in v1.0.0 🚀 | H3: Full Brand Management | H3: Three Powerful Shortcodes | H3: Custom Widgets | H3: Seamless WooCommerce® Integration | H3: REST API Support | H3: Developer-Friendly | H2: Why Free? | H2: How to Get Started 👀 | H3: Installation | H3: Usage | H2: Looking Ahead 👀 | H2: Related Reading,623,en,2024-11-15,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,8,0,6,0,5,3,False,True,False,False,672ffa9d3ca395ce7adee0f6d653fb97648a57062d97661b12999d63f5c14726
baseline,https://robertdevore.com/introducing-broken-image-scanner/,content/posts/introducing-broken-image-scanner.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-broken-image-scanner/,200,Introducing Broken Image Scanner | Robert DeVore,48,"Let’s face it: broken image links are like ghosts haunting your website – annoying, scary for your users, and not great for your SEO. That’s why I’m excited to release the Broken Image Scanner , a free WordPress® plugin…",220,Introducing Broken Image Scanner,H2: What Does the Plugin Do? | H2: Why Is This Useful? | H2: How to Use the Plugin | H2: What’s Under the Hood? | H2: Who Should Use This Plugin? | H2: Why I Built This Plugin | H2: Related Reading,766,en,2025-01-14,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,5,0,5,0,4,3,False,True,False,False,38d1948bede09a949ac2b4789891568ccdbdcae9df12513964343cd0e5625410
baseline,https://robertdevore.com/introducing-bulk-stock-management-for-woocommerce-free/,content/posts/introducing-bulk-stock-management-for-woocommerce-free.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-bulk-stock-management-for-woocommerce-free/,200,Introducing Bulk Stock Management for WooCommerce® (free) | Robert DeVore,73,"It’s WooWednesday again, and I’m happy to introduce Bulk Stock Management for WooCommerce® – a free plugin designed to simplify your stock management workflow. Whether you’re managing hundreds of products or just a few,…",220,Introducing Bulk Stock Management for WooCommerce® (free),H2: Why I Built This Plugin | H2: Key Features | H3: ⚡ Bulk Stock Management | H3: 📊 Stock Reporting | H3: 🛠️ AJAX-Powered Interface | H3: 🔍 Out-of-Stock Insights | H3: 🎛️ Customizable Settings | H2: How to Get Started | H2: What’s Next? | H2: Special Thanks | H2: Join the Conversation | H2: Download Now | H2: Related Reading,552,en,2024-11-27,,Robert DeVore,True,BlogPosting; Organization; Person,6,19,7,0,5,0,4,3,False,True,False,False,40de548602ff9ccda43be29ca18c73c9666a89281921a58e253ea4c848667281
baseline,https://robertdevore.com/introducing-content-restriction-for-wordpress/,content/posts/introducing-content-restriction-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-content-restriction-for-wordpress/,200,Introducing Content Restriction for WordPress® | Robert DeVore,62,"I’m excited to announce the launch of my 6th new free plugin in the last 11 days 🚀 Content Restriction for WordPress® , a sophisticatedly simple solution for managing content visibility on your WordPress® site. With the…",220,Introducing Content Restriction for WordPress®,H2: Key Features | H2: How to Use Content Restriction for WordPress® | H3: 1. Setting Up Global Restrictions | H3: 2. Applying Individual Restrictions | H2: Filters and Developer Customization | H2: Installation and Getting Started | H2: FAQs | H2: Future plans | H2: Related Reading,642,en,2024-11-11,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,6,0,4,0,3,3,False,True,False,False,82a9805ed8ba971a8ca52230db00399ecc00188a68c1a04a198ce7f68e94f516
baseline,https://robertdevore.com/introducing-delete-inactive-users/,content/posts/introducing-delete-inactive-users.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-delete-inactive-users/,200,Introducing Delete Inactive Users | Robert DeVore,49,"Managing a WordPress® website can often feel like a juggling act, especially when dealing with thousands of users. Keeping your database lean and mean is not just about performance; it’s also about maintaining clean,…",217,Introducing Delete Inactive Users,H2: Why I Built This Plugin | H2: What Does Delete Inactive Users Do? | H2: Key Features at a Glance | H2: How It Works | H2: Who Is This Plugin For? | H2: Get Started Today | H2: Feedback and Contributions | H2: Related Reading,455,en,2024-12-29,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,6,0,4,0,3,3,False,True,False,False,e0d433bd6732d3ae2ec2b47d3b35c3eb1f23da1b5e8d5c54c5ebe88bb008be1d
baseline,https://robertdevore.com/introducing-digg-this-a-social-sharing-plugin-for-wordpress/,content/posts/introducing-digg-this-a-social-sharing-plugin-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-digg-this-a-social-sharing-plugin-for-wordpress/,200,Introducing Digg This: A social sharing plugin for WordPress® | Robert DeVore,77,"There are a million social sharing plugins out there. Most of them suck 🤷‍♂️ They either slow your site to a crawl, inject bloated tracking scripts, or just look like they were designed in 2008 and never updated. So in…",219,Introducing Digg This: A social sharing plugin for WordPress®,H2: What Makes Digg This Different? | H2: Why I Built This | H2: Features That Matter | H2: Who Should Use It? | H2: Get It Now | H2: Related Reading,517,en,2025-02-07,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,9,0,3,0,2,3,False,True,False,False,37c89d47cd200370042999bdf3e07167b5845d10e19ac54a93b4821ef3442d60
baseline,https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,content/posts/introducing-dispensary-details-for-woocommerce.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-dispensary-details-for-woocommerce/,200,Introducing Dispensary Details for WooCommerce® | Robert DeVore,63,"Back in 2018, I built Dispensary Details for WooCommerce® to solve a problem: WooCommerce® lacked the essential cannabis-specific product details that dispensaries needed. Lab results, strain information, effects, and…",218,Introducing Dispensary Details for WooCommerce®,H2: Why Dispensary Details for WooCommerce® Matters | H3: Product-Specific Enhancements | H3: Custom WooCommerce Settings | H2: Why Open Source Matters for the Cannabis Industry | H2: Download It for Free | H2: Related Reading,623,en,2025-02-26,,Robert DeVore,True,BlogPosting; Organization; Person,6,23,3,4,5,0,4,3,False,True,False,False,609adc8d0bacff8a7b8280fb8f97690d75e87678d19963f3bc85f43dd37addcb
