phase,url,source_file,page_type,primary_purpose,search_intent,target_audience,central_entity,primary_query_theme,supporting_topics,h1,heading_structure,word_count,published_date,modified_date,first_hand_signals,content_gap,competing_internal_url,recommended_action
baseline,https://robertdevore.com/introducing-markdown-comments-for-wordpress/,content/posts/introducing-markdown-comments-for-wordpress.md,article,Introducing: Markdown Comments for WordPress®,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing: Markdown Comments for WordPress®,introducing: markdown comments for wordpress®,Meet the Plugin | Why I Built It | How to Install | What’s Next | Related Reading,Introducing: Markdown Comments for WordPress®,H1: Introducing: Markdown Comments for WordPress® | H2: Meet the Plugin | H2: Why I Built It | H2: How to Install | H2: What’s Next | H2: Related Reading,513,2025-06-05,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,content/posts/introducing-markdown-exporter-for-wordpress.md,article,Introducing Markdown Exporter for WordPress®,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing Markdown Exporter for WordPress®,introducing markdown exporter for wordpress®,Why _Another_ Plugin? | Introducing Markdown Exporter for WordPress® | Key Features: | Seamless Integration with Stattic | Why Use Markdown with Stattic? | Getting Started | Installation | Usage,Introducing Markdown Exporter for WordPress®,H1: Introducing Markdown Exporter for WordPress® | H2: Why _Another_ Plugin? | H2: Introducing Markdown Exporter for WordPress® | H3: Key Features: | H2: Seamless Integration with Stattic | H3: Why Use Markdown with Stattic? | H2: Getting Started | H3: Installation | H3: Usage | H2: Why This Plugin Matters to Me | H2: Join the Journey | H2: Thank You! | H2: Related Reading,935,2024-11-12,,substantive depth; code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/introducing-media-copyright-scanner/,content/posts/introducing-media-copyright-scanner.md,article,Introducing Media Copyright Scanner,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing Media Copyright Scanner,introducing media copyright scanner,Comprehensive Scanning | User-Friendly Interface | Actionable Results | Customizable and Extensible | Why This Plugin Matters | Mitigate Legal Risks | Support Ethical Practices | Save Time and Resources,Introducing Media Copyright Scanner,H1: Introducing Media Copyright Scanner | H2: Comprehensive Scanning | H2: User-Friendly Interface | H2: Actionable Results | H2: Customizable and Extensible | H2: Why This Plugin Matters | H3: Mitigate Legal Risks | H3: Support Ethical Practices | H3: Save Time and Resources | H2: Getting Started | H3: Installation | H3: Using the Plugin | H2: Extending Functionality | H3: Custom Patterns | H3: Adjusting Batch Size | H2: Looking Ahead | H2: Related Reading,584,2024-12-02,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,content/posts/introducing-media-file-versioning-for-wordpress.md,article,Introducing Media File Versioning for WordPress®,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing Media File Versioning for WordPress®,introducing media file versioning for wordpress®,What is Media File Versioning? | Why I Built This Plugin | Key Features | 1. Version Control for Media Files | 2. Admin-Friendly Meta Box | 3. Shortcode for Front-End Display | 4. Seamless Integration | How It Works,Introducing Media File Versioning for WordPress®,H1: Introducing Media File Versioning for WordPress® | H2: What is Media File Versioning? | H2: Why I Built This Plugin | H2: Key Features | H3: 1. Version Control for Media Files | H3: 2. Admin-Friendly Meta Box | H3: 3. Shortcode for Front-End Display | H3: 4. Seamless Integration | H2: How It Works | H3: Uploading a New Version | H3: Viewing Previous Versions | H3: Displaying Versions on the Front End | H2: Built with Developers in Mind | H2: What’s next? | H2: Try Media File Versioning Today | H2: Related Reading,665,2024-12-05,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,content/posts/introducing-metadata-import-export-for-yoast-seo.md,article,Introducing Metadata Import/Export for Yoast SEO,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing Metadata Import/Export for Yoast SEO,introducing metadata import/export for yoast seo,The Inspiration Behind the Plugin | Key Features | Seamless Import and Export of Metadata | Custom Post Type Support | User Role Access Control | Progress Indicators and Detailed Statistics | Why This Plugin Matters for SEOs | Efficiency and Time Savings,Introducing Metadata Import/Export for Yoast SEO,H1: Introducing Metadata Import/Export for Yoast SEO | H2: The Inspiration Behind the Plugin | H2: Key Features | H3: Seamless Import and Export of Metadata | H3: Custom Post Type Support | H3: User Role Access Control | H3: Progress Indicators and Detailed Statistics | H2: Why This Plugin Matters for SEOs | H3: Efficiency and Time Savings | H3: Accuracy and Consistency | H3: Flexibility in Team Collaboration | H2: Getting Started | H3: Installation | H3: Using the Plugin | H2: Looking Ahead | H2: Acknowledgments | H2: Related Reading,700,2024-12-03,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,content/posts/introducing-module-usage-tracker-for-wp-bakery.md,article,Introducing the Module Usage Tracker for WP Bakery,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing the Module Usage Tracker for WP Bakery,introducing the module usage tracker for wp bakery,Why Use Module Usage Tracker for WP Bakery? | Key Features | How It Works | Who Will Benefit from This Plugin? | Get Started Today | Related Reading,Introducing the Module Usage Tracker for WP Bakery,H1: Introducing the Module Usage Tracker for WP Bakery | H2: Why Use Module Usage Tracker for WP Bakery? | H2: Key Features | H2: How It Works | H2: Who Will Benefit from This Plugin? | H2: Get Started Today | H2: Related Reading,573,2024-11-13,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,content/posts/introducing-pattern-pal-ai-powered-patterns-for-wordpress.md,article,Introducing Pattern Pal: AI-Powered Patterns for WordPress®,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing Pattern Pal: AI-Powered Patterns for WordPress®,introducing pattern pal: ai-powered patterns for wordpress®,What is Pattern Pal? | Why Use Pattern Pal? | Features | How to Use Pattern Pal | Step 1: Install the Plugin | Step 2: Generate a Block Pattern | Step 3: Customize and Publish | Who Is This For?,Introducing Pattern Pal: AI-Powered Patterns for WordPress®,H1: Introducing Pattern Pal: AI-Powered Patterns for WordPress® | H2: What is Pattern Pal? | H3: Why Use Pattern Pal? | H2: Features | H2: How to Use Pattern Pal | H3: Step 1: Install the Plugin | H3: Step 2: Generate a Block Pattern | H3: Step 3: Customize and Publish | H2: Who Is This For? | H2: Looking Ahead | H2: Related Reading,523,2025-02-09,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/introducing-persistent-dismissible-notices/,content/posts/introducing-persistent-dismissible-notices.md,article,Introducing Persistent Dismissible Notices,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing Persistent Dismissible Notices,introducing persistent dismissible notices,Why Persistent Dismissible Notices Matters | Key Features | Dismissal Persistence | Compatibility | Scalability and Performance | How to Use the Plugin | Installation | How It Works,Introducing Persistent Dismissible Notices,H1: Introducing Persistent Dismissible Notices | H2: Why Persistent Dismissible Notices Matters | H2: Key Features | H3: Dismissal Persistence | H3: Compatibility | H3: Scalability and Performance | H2: How to Use the Plugin | H3: Installation | H2: How It Works | H3: JavaScript | H3: PHP | H2: Roadmap and Future Plans | H2: Related Reading,536,2024-12-07,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,content/posts/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work.md,article,Introducing Projects for WordPress®: A Better Way to Showcase Your Work,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing Projects for WordPress®: A Better Way to Showcase Your Work,introducing projects for wordpress®: a better way to showcase your work,What Is Projects for WordPress®? | What Developers Get Out of This | Independence | Download Tracking | GitHub-Powered Updates | Full Customization | REST API Ready | Why This Matters,Introducing Projects for WordPress®: A Better Way to Showcase Your Work,H1: Introducing Projects for WordPress®: A Better Way to Showcase Your Work | H2: What Is Projects for WordPress®? | H2: What Developers Get Out of This | H3: Independence | H3: Download Tracking | H3: GitHub-Powered Updates | H3: Full Customization | H3: REST API Ready | H2: Why This Matters | H2: Who Should Use This Plugin? | H2: How to Get Started | H2: Bonus: Releasing Your Plugin via GitHub | H2: Final Thoughts | H2: Related Reading,919,2025-04-04,,substantive depth; code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,content/posts/introducing-purchase-orders-for-woocommerce-free.md,article,Introducing Purchase Orders for WooCommerce® (free),commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Introducing Purchase Orders for WooCommerce® (free),introducing purchase orders for woocommerce® (free),Key Features | How to Get Starte d | Why Use This Instead of WooCommerce’s Version? | What’s Next? | Final Thoughts | Related Reading,Introducing Purchase Orders for WooCommerce® (free),H1: Introducing Purchase Orders for WooCommerce® (free) | H2: Key Features | H2: How to Get Starte d | H2: Why Use This Instead of WooCommerce’s Version? | H2: What’s Next? | H2: Final Thoughts | H2: Related Reading,588,2024-12-04,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
