phase,url,source_file,page_type,title,title_length,meta_description,description_length,canonical,robots_directives,lang,author,og_title,og_description,og_url,og_type,og_image,twitter_card,twitter_title,twitter_description,twitter_image,duplicate_title,duplicate_description,issues
baseline,https://robertdevore.com/,templates/page-home.html,homepage,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,https://robertdevore.com/,"index, follow (default)",en,Robert DeVore,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",https://robertdevore.com/,website,,summary_large_image,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",,True,True,duplicate title; duplicate description; legacy meta keywords present; large Twitter card has no image
after,https://robertdevore.com/tag/engineering/,content/tag/engineering.md,tag-archive,Tag: Engineering | Robert DeVore,32,Browse Robert DeVore's writing filed under the Engineering tag.,63,https://robertdevore.com/tag/engineering/,"index, follow (default)",en,Robert DeVore,Tag: Engineering,Browse Robert DeVore's writing filed under the Engineering tag.,https://robertdevore.com/tag/engineering/,article,,summary,Tag: Engineering,Browse Robert DeVore's writing filed under the Engineering tag.,,False,False,
after,https://robertdevore.com/tag/essays/,content/tag/essays.md,tag-archive,Tag: Essays | Robert DeVore,27,Browse Robert DeVore's writing filed under the Essays tag.,58,https://robertdevore.com/tag/essays/,"index, follow (default)",en,Robert DeVore,Tag: Essays,Browse Robert DeVore's writing filed under the Essays tag.,https://robertdevore.com/tag/essays/,article,,summary,Tag: Essays,Browse Robert DeVore's writing filed under the Essays tag.,,False,False,
after,https://robertdevore.com/tag/woocommerce/,content/tag/woocommerce.md,tag-archive,Tag: WooCommerce | Robert DeVore,32,Browse Robert DeVore's writing filed under the WooCommerce tag.,63,https://robertdevore.com/tag/woocommerce/,"index, follow (default)",en,Robert DeVore,Tag: WooCommerce,Browse Robert DeVore's writing filed under the WooCommerce tag.,https://robertdevore.com/tag/woocommerce/,article,,summary,Tag: WooCommerce,Browse Robert DeVore's writing filed under the WooCommerce tag.,,False,False,
after,https://robertdevore.com/tag/wordpress/,content/tag/wordpress.md,tag-archive,Tag: WordPress | Robert DeVore,30,Browse Robert DeVore's writing filed under the WordPress tag.,61,https://robertdevore.com/tag/wordpress/,"index, follow (default)",en,Robert DeVore,Tag: WordPress,Browse Robert DeVore's writing filed under the WordPress tag.,https://robertdevore.com/tag/wordpress/,article,,summary,Tag: WordPress,Browse Robert DeVore's writing filed under the WordPress tag.,,False,False,
after,https://robertdevore.com/thank-you-wordpress/,content/posts/thank-you-wordpress.md,article,Thank You WordPress | Robert DeVore,35,"WordPress version 1.5, named Strayhorn after the pianist Billy Strayhorn because "" we thought he was perfect to represent the power and elegance of this release"" was released February 17th, 2002._ _ That seems to hold…",218,https://robertdevore.com/thank-you-wordpress/,"index, follow (default)",en,Robert DeVore,Thank You WordPress,"WordPress version 1.5, named Strayhorn after the pianist Billy Strayhorn because "" we thought he was perfect to represent the power and elegance of this release"" was released February 17th, 2002._ _ That seems to hold…",https://robertdevore.com/thank-you-wordpress/,article,,summary,Thank You WordPress,"WordPress version 1.5, named Strayhorn after the pianist Billy Strayhorn because "" we thought he was perfect to represent the power and elegance of this release"" was released February 17th, 2002._ _ That seems to hold…",,False,False,
after,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,content/posts/the-fastest-way-for-php-devs-to-learn-python.md,article,The Fastest Way for PHP Devs to Learn Python | Robert DeVore,60,"So you’ve been writing PHP for years, maybe shipping WordPress® sites, WooCommerce® stores, or custom plugins. Now you’re stepping into the Python world – maybe because you found Stattic and realized you don’t need a…",217,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,"index, follow (default)",en,Robert DeVore,The Fastest Way for PHP Devs to Learn Python,"So you’ve been writing PHP for years, maybe shipping WordPress® sites, WooCommerce® stores, or custom plugins. Now you’re stepping into the Python world – maybe because you found Stattic and realized you don’t need a…",https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,article,,summary,The Fastest Way for PHP Devs to Learn Python,"So you’ve been writing PHP for years, maybe shipping WordPress® sites, WooCommerce® stores, or custom plugins. Now you’re stepping into the Python world – maybe because you found Stattic and realized you don’t need a…",,False,False,
after,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,content/posts/the-past-present-and-future-of-wp-dispensary.md,article,"The past, present and future of WP Dispensary | Robert DeVore",61,"It’s been nearly 7 years since I first released WP Dispensary 😲 On November 26th, 2015 I published this article announcing to the world that I built the first cannabis menu plugin for WordPress. Needless to say, it was…",219,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,"index, follow (default)",en,Robert DeVore,"The past, present and future of WP Dispensary","It’s been nearly 7 years since I first released WP Dispensary 😲 On November 26th, 2015 I published this article announcing to the world that I built the first cannabis menu plugin for WordPress. Needless to say, it was…",https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,article,,summary,"The past, present and future of WP Dispensary","It’s been nearly 7 years since I first released WP Dispensary 😲 On November 26th, 2015 I published this article announcing to the world that I built the first cannabis menu plugin for WordPress. Needless to say, it was…",,False,False,
after,https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,content/posts/tools-and-workflows-for-formatting-visuals-and-citations.md,article,"Tools and Workflows for Formatting, Visuals, and Citations | Robert DeVore",74,"You wrote the draft and on your first read-through, it hits. But now it’s sitting there like a great idea in sweatpants – unstyled and unfinished. No visuals. No formatting. No sources. Just vibes 🤦‍♂️ This post fixes…",218,https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,"index, follow (default)",en,Robert DeVore,"Tools and Workflows for Formatting, Visuals, and Citations","You wrote the draft and on your first read-through, it hits. But now it’s sitting there like a great idea in sweatpants – unstyled and unfinished. No visuals. No formatting. No sources. Just vibes 🤦‍♂️ This post fixes…",https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,article,,summary,"Tools and Workflows for Formatting, Visuals, and Citations","You wrote the draft and on your first read-through, it hits. But now it’s sitting there like a great idea in sweatpants – unstyled and unfinished. No visuals. No formatting. No sources. Just vibes 🤦‍♂️ This post fixes…",,False,False,
after,https://robertdevore.com/twitter-marketing/,content/posts/twitter-marketing.md,article,Twitter Marketing | Robert DeVore,33,"When building your digital marketing strategy, social media websites like Twitter are usually at the top of the list. I mean, with over 300 million active users on Twitter, you'd be hard pressed to find a marketing blog…",220,https://robertdevore.com/twitter-marketing/,"index, follow (default)",en,Robert DeVore,Twitter Marketing,"When building your digital marketing strategy, social media websites like Twitter are usually at the top of the list. I mean, with over 300 million active users on Twitter, you'd be hard pressed to find a marketing blog…",https://robertdevore.com/twitter-marketing/,article,,summary,Twitter Marketing,"When building your digital marketing strategy, social media websites like Twitter are usually at the top of the list. I mean, with over 300 million active users on Twitter, you'd be hard pressed to find a marketing blog…",,False,False,
after,https://robertdevore.com/two-years-building-wp-dispensary/,content/posts/two-years-building-wp-dispensary.md,article,WP Dispensary: 2 years after the launch | Robert DeVore,55,"Over the last two years, the WP Dispensary WordPress plugin has changed my entire life. In these last two years, WP Dispensary** has gone from being just a ""thing"" I built to a thing that powers hundreds of websites for…",220,https://robertdevore.com/two-years-building-wp-dispensary/,"index, follow (default)",en,Robert DeVore,WP Dispensary: 2 years after the launch,"Over the last two years, the WP Dispensary WordPress plugin has changed my entire life. In these last two years, WP Dispensary** has gone from being just a ""thing"" I built to a thing that powers hundreds of websites for…",https://robertdevore.com/two-years-building-wp-dispensary/,article,,summary,WP Dispensary: 2 years after the launch,"Over the last two years, the WP Dispensary WordPress plugin has changed my entire life. In these last two years, WP Dispensary** has gone from being just a ""thing"" I built to a thing that powers hundreds of websites for…",,False,False,
after,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,content/posts/use-ai-to-create-your-own-wwf-action-figure-blister-packs.md,article,Use AI to create your own WWF Action Figure Blister Packs | Robert DeVore,73,"The best there is, the best there was, and the best there ever will be 😎 I just released an AI prompt to turn your headshot into it’s own WWF action figure blister pack ! We’re talking full on retro fig glory – the…",215,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,"index, follow (default)",en,Robert DeVore,Use AI to create your own WWF Action Figure Blister Packs,"The best there is, the best there was, and the best there ever will be 😎 I just released an AI prompt to turn your headshot into it’s own WWF action figure blister pack ! We’re talking full on retro fig glory – the…",https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,article,,summary,Use AI to create your own WWF Action Figure Blister Packs,"The best there is, the best there was, and the best there ever will be 😎 I just released an AI prompt to turn your headshot into it’s own WWF action figure blister pack ! We’re talking full on retro fig glory – the…",,False,False,
